short_leg_id,long_leg_id,ticker,expiration_date,spread_type,short_strike,long_strike,short_premium,long_premium,net_credit,max_loss,risk_reward_ratio,decision_date
166126,73806,GLD,2025-09-19,Bull Put Spread,360.0,370.0,315.44000244140625,306.1199951171875,9.32000732421875,0.67999267578125,13.706040750381474,2025-04-21
166127,73807,GLD,2025-09-19,Bull Put Spread,370.0,380.0,315.44000244140625,306.1199951171875,9.32000732421875,0.67999267578125,13.706040750381474,2025-04-21
166350,74029,GLD,2025-09-30,Bull Put Spread,320.0,330.0,315.44000244140625,306.1199951171875,9.32000732421875,0.67999267578125,13.706040750381474,2025-04-21
166355,74034,GLD,2025-10-17,Bear Call Spread,220.0,230.0,315.44000244140625,306.1199951171875,9.32000732421875,0.67999267578125,13.706040750381474,2025-04-21
166425,74095,GLD,2025-10-17,Bull Put Spread,170.0,180.0,315.44000244140625,306.1199951171875,9.32000732421875,0.67999267578125,13.706040750381474,2025-04-21
166428,74098,GLD,2025-10-17,Bull Put Spread,190.0,200.0,315.44000244140625,306.1199951171875,9.32000732421875,0.67999267578125,13.706040750381474,2025-04-21
166476,74132,GLD,2025-10-17,Bull Put Spread,370.0,380.0,315.44000244140625,306.1199951171875,9.32000732421875,0.67999267578125,13.706040750381474,2025-04-21
166481,74138,GLD,2025-12-19,Bear Call Spread,190.0,200.0,315.44000244140625,306.1199951171875,9.32000732421875,0.67999267578125,13.706040750381474,2025-04-21
166583,74236,GLD,2025-12-19,Bear Call Spread,410.0,420.0,315.44000244140625,306.1199951171875,9.32000732421875,0.67999267578125,13.706040750381474,2025-04-21
166590,74242,GLD,2025-12-19,Bull Put Spread,155.0,165.0,315.44000244140625,306.1199951171875,9.32000732421875,0.67999267578125,13.706040750381474,2025-04-21
166680,74328,GLD,2025-12-19,Bull Put Spread,330.0,340.0,315.44000244140625,306.1199951171875,9.32000732421875,0.67999267578125,13.706040750381474,2025-04-21
166860,74494,GLD,2025-12-31,Bull Put Spread,345.0,355.0,315.44000244140625,306.1199951171875,9.32000732421875,0.67999267578125,13.706040750381474,2025-04-21
166869,74503,GLD,2026-01-16,Bear Call Spread,110.0,120.0,315.44000244140625,306.1199951171875,9.32000732421875,0.67999267578125,13.706040750381474,2025-04-21
167171,74799,GLD,2026-03-20,Bear Call Spread,185.0,195.0,315.44000244140625,306.1199951171875,9.32000732421875,0.67999267578125,13.706040750381474,2025-04-21
167173,74801,GLD,2026-03-20,Bear Call Spread,200.0,210.0,315.44000244140625,306.1199951171875,9.32000732421875,0.67999267578125,13.706040750381474,2025-04-21
167248,74869,GLD,2026-03-20,Bull Put Spread,180.0,190.0,315.44000244140625,306.1199951171875,9.32000732421875,0.67999267578125,13.706040750381474,2025-04-21
167304,74923,GLD,2026-03-31,Bear Call Spread,230.0,240.0,315.44000244140625,306.1199951171875,9.32000732421875,0.67999267578125,13.706040750381474,2025-04-21
167360,74977,GLD,2026-03-31,Bear Call Spread,365.0,375.0,315.44000244140625,306.1199951171875,9.32000732421875,0.67999267578125,13.706040750381474,2025-04-21
167364,74981,GLD,2026-03-31,Bull Put Spread,225.0,235.0,315.44000244140625,306.1199951171875,9.32000732421875,0.67999267578125,13.706040750381474,2025-04-21
167605,75214,GLD,2026-06-18,Bull Put Spread,340.0,350.0,315.44000244140625,306.1199951171875,9.32000732421875,0.67999267578125,13.706040750381474,2025-04-21
167610,75219,GLD,2027-01-15,Bear Call Spread,140.0,150.0,315.44000244140625,306.1199951171875,9.32000732421875,0.67999267578125,13.706040750381474,2025-04-21
167821,75428,GLD,2027-01-15,Bull Put Spread,370.0,380.0,315.44000244140625,306.1199951171875,9.32000732421875,0.67999267578125,13.706040750381474,2025-04-21
167822,75429,GLD,2027-01-15,Bull Put Spread,380.0,390.0,315.44000244140625,306.1199951171875,9.32000732421875,0.67999267578125,13.706040750381474,2025-04-21
167823,75430,GLD,2027-01-15,Bull Put Spread,390.0,400.0,315.44000244140625,306.1199951171875,9.32000732421875,0.67999267578125,13.706040750381474,2025-04-21
408717,315116,GME,2025-05-16,Bull Put Spread,15.0,16.0,26.770000457763672,25.850000381469727,0.9200000762939453,0.07999992370605469,11.500011920940324,2025-04-21
91342,371202,NVDA,2025-05-23,Bull Put Spread,20.0,25.0,101.48999786376953,96.91000366210938,4.579994201660156,0.42000579833984375,10.90459755499446,2025-04-21
219066,312669,NFLX,2025-08-15,Bull Put Spread,445.0,450.0,987.7899780273438,983.210205078125,4.57977294921875,0.42022705078125,10.89832970225127,2025-04-21
360662,267061,GDX,2025-04-25,Bull Put Spread,43.0,43.5,51.65999984741211,51.209999084472656,0.4500007629394531,0.049999237060546875,9.000152590218967,2025-04-21
359156,265555,SOXL,2025-05-09,Bear Call Spread,16.5,17.0,8.710000038146973,8.260000228881836,0.4499998092651367,0.05000019073486328,8.999961853172863,2025-04-21
359438,265837,SOXL,2025-05-30,Bear Call Spread,15.5,16.0,8.710000038146973,8.260000228881836,0.4499998092651367,0.05000019073486328,8.999961853172863,2025-04-21
359452,265851,SOXL,2025-05-30,Bull Put Spread,6.0,6.5,8.710000038146973,8.260000228881836,0.4499998092651367,0.05000019073486328,8.999961853172863,2025-04-21
179860,87274,SQQQ,2025-05-02,Bull Put Spread,56.0,59.0,41.31999969482422,38.63999938964844,2.6800003051757812,0.31999969482421875,8.375008940705243,2025-04-21
180134,87544,SQQQ,2025-05-23,Bull Put Spread,52.0,55.0,41.31999969482422,38.63999938964844,2.6800003051757812,0.31999969482421875,8.375008940705243,2025-04-21
180178,87585,SQQQ,2025-05-30,Bull Put Spread,27.0,30.0,41.31999969482422,38.63999938964844,2.6800003051757812,0.31999969482421875,8.375008940705243,2025-04-21
180201,87607,SQQQ,2025-05-30,Bull Put Spread,45.0,48.0,41.31999969482422,38.63999938964844,2.6800003051757812,0.31999969482421875,8.375008940705243,2025-04-21
180331,87736,SQQQ,2025-06-20,Bull Put Spread,60.0,63.0,41.31999969482422,38.63999938964844,2.6800003051757812,0.31999969482421875,8.375008940705243,2025-04-21
392443,205240,HTZ,2025-04-25,Bear Call Spread,2.0,2.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392451,205248,HTZ,2025-04-25,Bear Call Spread,6.0,6.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392452,205249,HTZ,2025-04-25,Bear Call Spread,6.5,7.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392453,205250,HTZ,2025-04-25,Bear Call Spread,7.0,7.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392454,205251,HTZ,2025-04-25,Bear Call Spread,7.5,8.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392455,205252,HTZ,2025-04-25,Bear Call Spread,8.0,8.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392456,205253,HTZ,2025-04-25,Bear Call Spread,8.5,9.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392457,205254,HTZ,2025-04-25,Bear Call Spread,9.0,9.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392458,205255,HTZ,2025-04-25,Bear Call Spread,9.5,10.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392459,205256,HTZ,2025-04-25,Bear Call Spread,10.0,10.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392460,205257,HTZ,2025-04-25,Bear Call Spread,10.5,11.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392473,205270,HTZ,2025-04-25,Bull Put Spread,6.5,7.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392474,205271,HTZ,2025-04-25,Bull Put Spread,7.0,7.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392475,205272,HTZ,2025-04-25,Bull Put Spread,7.5,8.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392476,205273,HTZ,2025-04-25,Bull Put Spread,8.0,8.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392477,205274,HTZ,2025-04-25,Bull Put Spread,8.5,9.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392478,205275,HTZ,2025-04-25,Bull Put Spread,9.0,9.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392479,205276,HTZ,2025-04-25,Bull Put Spread,9.5,10.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392480,205277,HTZ,2025-04-25,Bull Put Spread,10.0,10.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392481,205278,HTZ,2025-04-25,Bull Put Spread,10.5,11.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392493,205290,HTZ,2025-05-02,Bear Call Spread,6.5,7.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392495,205292,HTZ,2025-05-02,Bear Call Spread,7.5,8.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392496,205293,HTZ,2025-05-02,Bear Call Spread,8.0,8.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392497,205294,HTZ,2025-05-02,Bear Call Spread,8.5,9.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392498,205295,HTZ,2025-05-02,Bear Call Spread,9.0,9.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392499,205296,HTZ,2025-05-02,Bear Call Spread,9.5,10.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392500,205297,HTZ,2025-05-02,Bear Call Spread,10.0,10.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392501,205298,HTZ,2025-05-02,Bear Call Spread,10.5,11.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392511,205308,HTZ,2025-05-02,Bull Put Spread,5.0,5.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392513,205310,HTZ,2025-05-02,Bull Put Spread,6.0,6.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392514,205311,HTZ,2025-05-02,Bull Put Spread,6.5,7.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392515,205312,HTZ,2025-05-02,Bull Put Spread,7.0,7.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392516,205313,HTZ,2025-05-02,Bull Put Spread,7.5,8.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392517,205314,HTZ,2025-05-02,Bull Put Spread,8.0,8.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392518,205315,HTZ,2025-05-02,Bull Put Spread,8.5,9.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392519,205316,HTZ,2025-05-02,Bull Put Spread,9.0,9.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392520,205317,HTZ,2025-05-02,Bull Put Spread,9.5,10.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392521,205318,HTZ,2025-05-02,Bull Put Spread,10.0,10.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392530,205327,HTZ,2025-05-09,Bear Call Spread,7.0,7.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392531,205328,HTZ,2025-05-09,Bear Call Spread,7.5,8.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392532,205329,HTZ,2025-05-09,Bear Call Spread,8.0,8.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392533,205330,HTZ,2025-05-09,Bear Call Spread,8.5,9.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392534,205331,HTZ,2025-05-09,Bear Call Spread,9.0,9.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392535,205332,HTZ,2025-05-09,Bear Call Spread,9.5,10.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392536,205333,HTZ,2025-05-09,Bear Call Spread,10.0,10.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392537,205334,HTZ,2025-05-09,Bear Call Spread,10.5,11.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392545,205342,HTZ,2025-05-09,Bull Put Spread,5.0,5.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392546,205343,HTZ,2025-05-09,Bull Put Spread,5.5,6.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392547,205344,HTZ,2025-05-09,Bull Put Spread,6.0,6.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392548,205345,HTZ,2025-05-09,Bull Put Spread,6.5,7.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392549,205346,HTZ,2025-05-09,Bull Put Spread,7.0,7.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392550,205347,HTZ,2025-05-09,Bull Put Spread,7.5,8.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392551,205348,HTZ,2025-05-09,Bull Put Spread,8.0,8.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392552,205349,HTZ,2025-05-09,Bull Put Spread,8.5,9.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392554,205351,HTZ,2025-05-09,Bull Put Spread,9.5,10.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392555,205352,HTZ,2025-05-09,Bull Put Spread,10.0,10.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392598,205395,HTZ,2025-05-23,Bear Call Spread,6.0,6.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392599,205396,HTZ,2025-05-23,Bear Call Spread,6.5,7.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392601,205398,HTZ,2025-05-23,Bear Call Spread,7.5,8.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392602,205399,HTZ,2025-05-23,Bear Call Spread,8.0,8.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392603,205400,HTZ,2025-05-23,Bear Call Spread,8.5,9.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392604,205401,HTZ,2025-05-23,Bear Call Spread,9.0,9.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392605,205402,HTZ,2025-05-23,Bear Call Spread,9.5,10.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392606,205403,HTZ,2025-05-23,Bear Call Spread,10.0,10.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392613,205410,HTZ,2025-05-23,Bull Put Spread,4.0,4.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392614,205411,HTZ,2025-05-23,Bull Put Spread,4.5,5.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392615,205412,HTZ,2025-05-23,Bull Put Spread,5.0,5.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392617,205414,HTZ,2025-05-23,Bull Put Spread,6.0,6.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392618,205415,HTZ,2025-05-23,Bull Put Spread,6.5,7.0,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
392619,205416,HTZ,2025-05-23,Bull Put Spread,7.0,7.5,7.829999923706055,7.389999866485596,0.440000057220459,0.059999942779541016,7.3333412806268825,2025-04-21
